iter	Passed	Remaining
2591	69696	199194
2592	69723	199167
2593	69749	199139
2594	69775	199110
2595	69801	199078
2596	69826	199047
2597	69853	199020
2598	69879	198990
2599	69904	198960
2600	69930	198928
2601	69956	198898
2602	69982	198869
2603	70007	198837
2604	70033	198810
2605	70061	198786
2606	70089	198761
2607	70115	198733
2608	70142	198705
2609	70170	198681
2610	70196	198652
2611	70221	198620
2612	70245	198586
2613	70271	198556
2614	70298	198528
2615	70324	198499
2616	70351	198472
2617	70376	198442
2618	70403	198414
2619	70429	198385
2620	70455	198356
2621	70483	198331
2622	70509	198302
2623	70535	198273
2624	70562	198247
2625	70588	198217
2626	70614	198188
2627	70641	198162
2628	70667	198133
2629	70694	198106
2630	70720	198076
2631	70745	198045
2632	70771	198015
2633	70796	197983
2634	70821	197952
2635	70848	197924
2636	70874	197895
2637	70899	197863
2638	70925	197832
2639	70950	197802
2640	70975	197769
2641	71000	197737
2642	71027	197709
2643	71051	197676
2644	71076	197644
2645	71103	197616
2646	71128	197586
2647	71154	197556
2648	71181	197529
2649	71207	197499
2650	71233	197471
2651	71259	197441
2652	71285	197412
2653	71313	197387
2654	71340	197360
2655	71366	197333
2656	71392	197302
2657	71417	197271
2658	71444	197245
2659	71471	197217
2660	71497	197188
2661	71525	197164
2662	71551	197135
2663	71578	197110
2664	71605	197083
2665	71631	197053
2666	71656	197022
2667	71683	196996
2668	71709	196966
2669	71735	196937
2670	71762	196910
2671	71788	196880
2672	71813	196849
2673	71840	196821
2674	71867	196795
2675	71893	196766
2676	71919	196736
2677	71944	196705
2678	71970	196677
2679	71996	196646
2680	72023	196620
2681	72048	196588
2682	72073	196555
2683	72098	196523
2684	72123	196492
2685	72148	196461
2686	72174	196432
2687	72200	196403
2688	72226	196372
2689	72252	196343
2690	72278	196314
2691	72305	196288
2692	72331	196260
2693	72358	196232
2694	72383	196201
2695	72409	196170
2696	72434	196139
2697	72460	196110
2698	72486	196082
2699	72513	196055
2700	72541	196030
2701	72567	196000
2702	72593	195973
2703	72620	195946
2704	72648	195922
2705	72673	195891
2706	72700	195865
2707	72725	195832
2708	72751	195802
2709	72777	195773
2710	72803	195745
2711	72831	195721
2712	72856	195690
2713	72883	195662
2714	72909	195634
2715	72935	195604
2716	72960	195573
2717	72986	195543
2718	73011	195511
2719	73038	195485
2720	73065	195459
2721	73091	195428
2722	73117	195399
2723	73144	195373
2724	73169	195343
2725	73194	195311
2726	73221	195283
2727	73247	195253
2728	73273	195225
2729	73299	195196
2730	73325	195167
2731	73351	195137
2732	73376	195106
2733	73401	195075
2734	73427	195047
2735	73454	195018
2736	73480	194991
2737	73506	194962
2738	73531	194930
2739	73559	194906
2740	73585	194876
2741	73610	194845
2742	73636	194816
2743	73663	194789
2744	73690	194764
2745	73716	194735
2746	73743	194706
2747	73768	194676
2748	73794	194646
2749	73821	194619
2750	73848	194593
2751	73874	194563
2752	73899	194534
2753	73927	194508
2754	73953	194479
2755	73978	194447
2756	74003	194416
2757	74028	194386
2758	74054	194356
2759	74079	194325
2760	74105	194296
2761	74131	194266
2762	74156	194234
2763	74181	194204
2764	74207	194174
2765	74235	194149
2766	74260	194119
2767	74286	194089
2768	74311	194059
2769	74338	194031
2770	74364	194002
2771	74389	193971
2772	74414	193939
2773	74440	193909
2774	74465	193877
2775	74490	193845
2776	74515	193815
2777	74541	193786
2778	74567	193757
2779	74594	193730
2780	74619	193699
2781	74645	193670
2782	74674	193648
2783	74701	193623
2784	74726	193591
2785	74751	193559
2786	74777	193530
2787	74801	193496
2788	74826	193464
2789	74851	193433
2790	74877	193403
2791	74903	193374
2792	74929	193345
2793	74954	193314
2794	74979	193282
2795	75004	193253
2796	75030	193222
2797	75056	193194
2798	75081	193163
2799	75107	193134
2800	75134	193106
2801	75161	193082
2802	75188	193053
2803	75214	193025
2804	75239	192995
2805	75265	192964
2806	75291	192937
2807	75317	192907
2808	75343	192878
2809	75369	192850
2810	75395	192821
2811	75421	192791
2812	75447	192761
2813	75472	192730
2814	75498	192701
2815	75526	192677
2816	75551	192647
2817	75578	192619
2818	75604	192590
2819	75630	192563
2820	75657	192535
2821	75683	192508
2822	75709	192477
2823	75735	192449
2824	75762	192424
2825	75789	192396
2826	75814	192366
2827	75840	192335
2828	75867	192309
2829	75893	192281
2830	75920	192254
2831	75946	192226
2832	75973	192200
2833	76000	192173
2834	76027	192147
2835	76052	192116
2836	76078	192086
2837	76105	192061
2838	76131	192030
2839	76156	192000
2840	76182	191970
2841	76207	191940
2842	76233	191910
2843	76259	191881
2844	76286	191854
2845	76311	191825
2846	76337	191795
2847	76363	191767
2848	76389	191737
2849	76416	191712
2850	76443	191685
2851	76468	191654
2852	76494	191624
2853	76520	191595
2854	76545	191564
2855	76570	191534
2856	76597	191507
2857	76625	191484
2858	76651	191455
2859	76678	191427
2860	76705	191401
2861	76730	191370
2862	76755	191340
2863	76782	191313
2864	76809	191287
2865	76836	191260
2866	76863	191235
2867	76890	191208
2868	76917	191181
2869	76942	191150
2870	76969	191124
2871	76995	191095
2872	77022	191067
2873	77048	191039
2874	77075	191012
2875	77101	190983
2876	77127	190956
2877	77154	190930
2878	77181	190902
2879	77206	190871
2880	77232	190843
2881	77257	190812
2882	77285	190786
2883	77311	190759
2884	77337	190730
2885	77363	190700
2886	77389	190671
2887	77414	190642
2888	77441	190615
2889	77469	190590
2890	77494	190560
2891	77522	190534
2892	77549	190508
2893	77576	190482
2894	77602	190453
2895	77629	190427
2896	77655	190399
2897	77682	190374
2898	77707	190341
2899	77733	190312
2900	77758	190282
2901	77785	190254
2902	77811	190227
2903	77837	190197
2904	77861	190165
2905	77886	190133
2906	77913	190106
2907	77938	190075
2908	77963	190045
2909	77988	190013
2910	78014	189984
2911	78040	189956
2912	78065	189925
2913	78091	189895
2914	78115	189862
2915	78141	189834
2916	78167	189803
2917	78194	189777
2918	78220	189749
2919	78246	189721
2920	78272	189691
2921	78298	189662
2922	78323	189633
2923	78350	189605
2924	78375	189574
2925	78400	189544
2926	78425	189513
2927	78451	189483
2928	78476	189453
2929	78502	189422
2930	78527	189393
2931	78552	189361
2932	78577	189329
2933	78604	189304
2934	78631	189277
2935	78656	189247
2936	78683	189220
2937	78709	189193
2938	78735	189163
2939	78760	189133
2940	78787	189106
2941	78813	189077
2942	78839	189048
2943	78865	189020
2944	78890	188988
2945	78916	188961
2946	78945	188937
2947	78971	188909
2948	78997	188881
2949	79023	188851
2950	79048	188821
2951	79073	188789
2952	79099	188761
2953	79124	188732
2954	79150	188703
2955	79176	188673
2956	79202	188646
2957	79227	188614
2958	79252	188583
2959	79277	188552
2960	79304	188526
2961	79330	188496
2962	79355	188467
2963	79380	188435
2964	79405	188404
2965	79431	188374
2966	79456	188343
2967	79482	188315
2968	79509	188288
2969	79534	188257
2970	79558	188226
2971	79584	188195
2972	79608	188164
2973	79635	188136
2974	79661	188108
2975	79690	188087
2976	79717	188059
2977	79742	188029
2978	79768	187999
2979	79793	187970
2980	79819	187941
2981	79844	187910
2982	79869	187879
2983	79896	187852
2984	79921	187821
2985	79947	187793
2986	79974	187766
2987	79999	187737
2988	80025	187706
2989	80050	187676
2990	80075	187645
2991	80100	187615
2992	80127	187588
2993	80153	187560
2994	80178	187529
2995	80203	187499
2996	80230	187471
2997	80255	187440
2998	80279	187408
2999	80304	187377
3000	80330	187348
3001	80358	187324
3002	80384	187296
3003	80410	187267
3004	80436	187239
3005	80463	187212
3006	80488	187182
3007	80515	187155
3008	80540	187125
3009	80566	187095
3010	80592	187067
3011	80618	187039
3012	80645	187012
3013	80670	186981
3014	80698	186957
3015	80723	186926
3016	80749	186898
3017	80776	186871
3018	80801	186842
3019	80829	186817
3020	80856	186790
3021	80882	186762
3022	80907	186732
3023	80933	186703
3024	80959	186674
3025	80984	186643
3026	81009	186613
3027	81034	186582
3028	81059	186551
3029	81085	186523
3030	81111	186494
3031	81136	186464
3032	81161	186433
3033	81187	186405
3034	81213	186376
3035	81239	186346
3036	81265	186319
3037	81292	186292
3038	81320	186270
3039	81347	186243
3040	81374	186216
3041	81400	186187
3042	81427	186161
3043	81454	186136
3044	81480	186106
3045	81506	186079
3046	81533	186052
3047	81558	186022
3048	81585	185995
3049	81610	185964
3050	81636	185936
3051	81662	185908
3052	81688	185878
3053	81715	185852
3054	81740	185822
3055	81764	185790
3056	81792	185765
3057	81818	185738
3058	81845	185709
3059	81872	185684
3060	81900	185661
3061	81926	185633
3062	81952	185603
3063	81979	185577
3064	82006	185550
3065	82032	185524
3066	82060	185498
3067	82086	185469
3068	82110	185438
3069	82137	185412
3070	82164	185385
3071	82190	185357
3072	82217	185330
3073	82243	185303
3074	82270	185276
3075	82298	185251
3076	82323	185222
3077	82349	185193
3078	82375	185163
3079	82401	185136
3080	82427	185107
3081	82453	185078
3082	82478	185049
3083	82504	185020
3084	82530	184991
3085	82555	184961
3086	82582	184933
3087	82608	184905
3088	82635	184880
3089	82663	184856
3090	82691	184831
3091	82716	184801
3092	82743	184774
3093	82768	184745
3094	82795	184718
3095	82822	184691
3096	82848	184662
3097	82873	184632
3098	82898	184602
3099	82923	184572
3100	82950	184545
3101	82976	184517
3102	83003	184490
3103	83029	184462
3104	83055	184434
3105	83081	184406
3106	83107	184377
3107	83133	184349
3108	83158	184319
3109	83184	184289
3110	83209	184259
3111	83235	184230
3112	83261	184202
3113	83287	184173
3114	83313	184146
3115	83340	184118
3116	83366	184090
3117	83392	184061
3118	83418	184033
3119	83443	184003
3120	83470	183978
3121	83497	183951
3122	83524	183924
3123	83550	183897
3124	83577	183869
3125	83605	183846
3126	83631	183817
3127	83656	183788
3128	83682	183758
3129	83710	183734
3130	83737	183709
3131	83762	183679
3132	83788	183649
3133	83813	183618
3134	83838	183587
3135	83864	183559
3136	83889	183530
3137	83915	183502
3138	83941	183473
3139	83967	183444
3140	83992	183415
3141	84018	183385
3142	84044	183356
3143	84070	183328
3144	84097	183302
3145	84124	183276
3146	84150	183247
3147	84174	183216
3148	84199	183185
3149	84225	183156
3150	84251	183128
3151	84276	183099
3152	84302	183068
3153	84327	183039
3154	84353	183010
3155	84378	182979
3156	84404	182952
3157	84430	182923
3158	84456	182896
3159	84482	182866
3160	84508	182838
3161	84534	182810
3162	84561	182784
3163	84587	182755
3164	84613	182727
3165	84639	182699
3166	84666	182672
3167	84692	182643
3168	84719	182617
3169	84744	182588
3170	84771	182561
3171	84796	182531
3172	84821	182501
3173	84847	182472
3174	84872	182442
3175	84898	182414
3176	84925	182388
3177	84951	182359
3178	84978	182333
3179	85006	182308
3180	85032	182280
3181	85057	182251
3182	85084	182225
3183	85111	182197
3184	85138	182172
3185	85164	182144
3186	85191	182117
3187	85217	182090
3188	85243	182061
3189	85268	182030
3190	85294	182003
3191	85319	181972
3192	85345	181943
3193	85370	181914
3194	85396	181884
3195	85422	181856
3196	85448	181827
3197	85474	181800
3198	85500	181771
3199	85526	181743
3200	85551	181713
3201	85576	181683
3202	85603	181656
3203	85628	181627
3204	85656	181601
3205	85682	181575
3206	85709	181548
3207	85737	181523
3208	85764	181496
3209	85791	181472
3210	85816	181442
3211	85843	181414
3212	85869	181386
3213	85895	181358
3214	85920	181328
3215	85946	181300
3216	85972	181272
3217	85998	181243
3218	86023	181213
3219	86048	181181
3220	86073	181153
3221	86100	181126
3222	86127	181099
3223	86154	181073
3224	86180	181045
3225	86206	181018
3226	86231	180987
3227	86257	180959
3228	86283	180931
3229	86309	180902
3230	86334	180872
3231	86362	180848
3232	86390	180824
3233	86416	180795
3234	86442	180767
3235	86469	180741
3236	86496	180714
3237	86523	180688
3238	86549	180660
3239	86574	180631
3240	86600	180602
3241	86625	180572
3242	86651	180545
3243	86679	180519
3244	86707	180495
3245	86735	180471
3246	86761	180443
3247	86786	180413
3248	86813	180386
3249	86840	180360
3250	86866	180332
3251	86892	180304
3252	86918	180276
3253	86945	180251
3254	86971	180221
3255	86996	180192
3256	87022	180163
3257	87047	180134
3258	87074	180106
3259	87100	180078
3260	87125	180049
3261	87152	180021
3262	87177	179993
3263	87203	179963
3264	87229	179936
3265	87255	179908
3266	87281	179879
3267	87306	179849
3268	87333	179822
3269	87358	179793
3270	87384	179763
3271	87410	179735
3272	87435	179706
3273	87460	179676
3274	87487	179650
3275	87513	179621
3276	87539	179593
3277	87565	179565
3278	87590	179535
3279	87615	179505
3280	87641	179476
3281	87666	179447
3282	87693	179419
3283	87719	179392
3284	87745	179364
3285	87771	179336
3286	87797	179307
3287	87823	179279
3288	87850	179252
3289	87875	179224
3290	87902	179196
3291	87926	179165
3292	87953	179138
3293	87979	179111
3294	88005	179082
3295	88031	179053
3296	88056	179024
3297	88081	178994
3298	88108	178967
3299	88134	178939
3300	88160	178911
3301	88186	178882
3302	88211	178853
3303	88238	178826
3304	88266	178802
3305	88292	178774
3306	88319	178748
3307	88347	178723
3308	88373	178696
3309	88399	178669
3310	88425	178639
3311	88451	178611
3312	88476	178582
3313	88502	178553
3314	88528	178525
3315	88554	178498
3316	88582	178474
3317	88610	178448
3318	88635	178420
3319	88662	178392
3320	88687	178362
3321	88715	178338
3322	88743	178314
3323	88770	178289
3324	88797	178261
3325	88823	178234
3326	88849	178206
3327	88876	178181
3328	88902	178151
3329	88927	178122
3330	88954	178094
3331	88979	178065
3332	89004	178035
3333	89030	178007
3334	89056	177979
3335	89082	177950
3336	89108	177922
3337	89133	177894
3338	89158	177863
3339	89185	177836
3340	89210	177807
3341	89236	177779
3342	89262	177750
3343	89288	177722
3344	89314	177694
3345	89340	177665
3346	89366	177639
3347	89392	177611
3348	89417	177580
3349	89442	177550
3350	89468	177522
3351	89495	177496
3352	89521	177467
3353	89547	177439
3354	89573	177412
3355	89600	177384
3356	89627	177359
3357	89653	177330
3358	89678	177301
3359	89705	177274
3360	89732	177248
3361	89757	177218
3362	89783	177190
3363	89809	177163
3364	89835	177135
3365	89864	177112
3366	89890	177085
3367	89916	177055
3368	89941	177026
3369	89966	176995
3370	89991	176967
3371	90017	176938
3372	90043	176910
3373	90069	176881
3374	90096	176856
3375	90123	176830
3376	90149	176801
3377	90174	176771
3378	90199	176742
3379	90225	176714
3380	90252	176688
3381	90277	176658
3382	90303	176629
3383	90330	176602
3384	90356	176574
3385	90382	176546
3386	90407	176518
3387	90433	176488
3388	90458	176459
3389	90484	176430
3390	90509	176401
3391	90534	176371
3392	90560	176343
3393	90585	176314
3394	90611	176285
3395	90638	176259
3396	90664	176232
3397	90690	176203
3398	90717	176177
3399	90745	176152
3400	90771	176125
3401	90799	176100
3402	90827	176077
3403	90853	176049
3404	90880	176023
3405	90906	175995
3406	90932	175967
3407	90960	175941
3408	90986	175914
3409	91013	175887
3410	91038	175858
3411	91066	175833
3412	91093	175807
3413	91118	175778
3414	91145	175751
3415	91171	175724
3416	91198	175697
3417	91224	175669
3418	91250	175641
3419	91276	175614
3420	91303	175587
3421	91333	175567
3422	91360	175540
3423	91389	175519
3424	91415	175491
3425	91441	175463
3426	91469	175438
3427	91497	175414
3428	91523	175386
3429	91551	175362
3430	91579	175338
3431	91605	175311
3432	91632	175284
3433	91659	175259
3434	91686	175231
3435	91715	175209
3436	91742	175183
3437	91769	175156
3438	91796	175131
3439	91822	175103
3440	91851	175080
3441	91877	175052
3442	91904	175026
3443	91934	175006
3444	91961	174980
3445	91987	174953
3446	92014	174927
3447	92041	174899
3448	92067	174871
3449	92093	174843
3450	92118	174815
3451	92144	174786
3452	92169	174757
3453	92196	174731
3454	92223	174704
3455	92251	174680
3456	92278	174653
3457	92306	174629
3458	92337	174610
3459	92365	174586
3460	92391	174558
3461	92419	174533
3462	92444	174503
3463	92473	174482
3464	92500	174455
3465	92525	174426
3466	92551	174397
3467	92577	174370
3468	92603	174343
3469	92629	174314
3470	92656	174288
3471	92684	174263
3472	92712	174238
3473	92738	174211
3474	92769	174192
3475	92794	174164
3476	92821	174137
3477	92847	174108
3478	92875	174084
3479	92905	174064
3480	92933	174039
3481	92959	174012
3482	92987	173988
3483	93014	173961
3484	93041	173935
3485	93067	173907
3486	93093	173879
3487	93121	173854
3488	93148	173828
3489	93174	173801
3490	93200	173773
3491	93230	173751
3492	93256	173724
3493	93282	173696
3494	93308	173669
3495	93335	173642
3496	93361	173614
3497	93388	173589
3498	93414	173560
3499	93440	173533
3500	93468	173507
3501	93493	173477
3502	93521	173454
3503	93553	173436
3504	93580	173411
3505	93606	173382
3506	93632	173354
3507	93658	173327
3508	93684	173298
3509	93712	173274
3510	93739	173248
3511	93771	173230
3512	93797	173203
3513	93824	173177
3514	93850	173149
3515	93876	173120
3516	93902	173094
3517	93928	173065
3518	93955	173038
3519	93985	173018
3520	94012	172992
3521	94040	172968
3522	94068	172944
3523	94095	172917
3524	94120	172888
3525	94146	172860
3526	94172	172832
3527	94197	172802
3528	94222	172772
3529	94247	172742
3530	94272	172712
3531	94298	172685
3532	94324	172656
3533	94349	172627
3534	94375	172598
3535	94400	172569
3536	94426	172542
3537	94452	172513
3538	94478	172485
3539	94506	172461
3540	94531	172431
3541	94558	172404
3542	94583	172375
3543	94609	172346
3544	94635	172319
3545	94662	172292
3546	94688	172264
3547	94714	172237
3548	94739	172207
3549	94766	172180
3550	94791	172152
3551	94817	172123
3552	94843	172094
3553	94870	172069
3554	94896	172041
3555	94920	172010
3556	94946	171981
3557	94971	171952
3558	94997	171923
3559	95022	171894
3560	95047	171865
3561	95073	171837
3562	95100	171810
3563	95124	171779
3564	95150	171751
3565	95175	171721
3566	95201	171693
3567	95226	171663
3568	95252	171636
3569	95279	171610
3570	95305	171582
3571	95331	171553
3572	95356	171524
3573	95381	171495
3574	95407	171466
3575	95431	171435
3576	95457	171406
3577	95483	171379
3578	95509	171350
3579	95534	171321
3580	95560	171293
3581	95585	171263
3582	95610	171234
3583	95635	171204
3584	95660	171175
3585	95687	171148
3586	95713	171121
3587	95739	171093
3588	95764	171063
3589	95790	171035
3590	95816	171006
3591	95841	170977
3592	95868	170952
3593	95894	170924
3594	95920	170895
3595	95945	170866
3596	95970	170837
3597	95996	170809
3598	96022	170780
3599	96048	170752
3600	96074	170724
3601	96100	170697
3602	96125	170668
3603	96151	170639
3604	96177	170610
3605	96201	170580
3606	96229	170556
3607	96255	170528
3608	96280	170499
3609	96307	170471
3610	96333	170444
3611	96359	170417
3612	96386	170389
3613	96412	170361
3614	96439	170335
3615	96465	170307
3616	96491	170280
3617	96516	170250
3618	96542	170222
3619	96567	170193
3620	96594	170166
3621	96620	170139
3622	96647	170112
3623	96674	170086
3624	96702	170063
3625	96730	170038
3626	96756	170010
3627	96783	169985
3628	96809	169957
3629	96835	169929
3630	96861	169900
3631	96887	169872
3632	96914	169846
3633	96939	169818
3634	96966	169791
3635	96992	169763
3636	97018	169736
3637	97044	169707
3638	97069	169678
3639	97096	169652
3640	97122	169624
3641	97148	169596
3642	97173	169566
3643	97198	169537
3644	97224	169509
3645	97249	169479
3646	97275	169452
3647	97301	169423
3648	97327	169396
3649	97354	169369
3650	97379	169341
3651	97406	169313
3652	97432	169286
3653	97458	169259
3654	97484	169230
3655	97510	169202
3656	97537	169177
3657	97564	169150
3658	97589	169122
3659	97616	169095
3660	97644	169070
3661	97670	169042
3662	97699	169019
3663	97726	168993
3664	97750	168963
3665	97775	168934
3666	97802	168907
3667	97828	168880
3668	97854	168850
3669	97879	168821
3670	97907	168797
3671	97932	168768
3672	97958	168740
3673	97987	168717
3674	98013	168689
3675	98040	168663
3676	98065	168634
3677	98090	168605
3678	98116	168577
3679	98142	168549
3680	98168	168521
3681	98195	168495
3682	98222	168468
3683	98247	168439
3684	98273	168411
3685	98298	168383
3686	98324	168354
3687	98351	168328
3688	98377	168299
3689	98402	168271
3690	98428	168242
3691	98454	168214
3692	98480	168187
3693	98505	168158
3694	98531	168129
3695	98557	168102
3696	98582	168072
3697	98608	168045
3698	98634	168016
3699	98659	167988
3700	98687	167963
3701	98713	167935
3702	98738	167906
3703	98763	167876
3704	98790	167849
3705	98816	167822
3706	98842	167794
3707	98868	167767
3708	98893	167738
3709	98921	167713
3710	98946	167683
3711	98972	167656
3712	98999	167630
3713	99025	167601
3714	99051	167574
3715	99077	167546
3716	99103	167518
3717	99129	167490
3718	99155	167462
3719	99181	167435
3720	99207	167407
3721	99233	167379
3722	99260	167354
3723	99288	167328
3724	99314	167302
3725	99342	167277
3726	99370	167253
3727	99397	167226
3728	99424	167200
3729	99451	167173
3730	99476	167145
3731	99502	167117
3732	99529	167091
3733	99556	167064
3734	99582	167036
3735	99607	167008
3736	99633	166980
3737	99659	166951
3738	99685	166925
3739	99711	166896
3740	99735	166866
3741	99760	166836
3742	99786	166808
3743	99812	166780
3744	99837	166751
3745	99864	166724
3746	99889	166695
3747	99917	166671
3748	99943	166644
3749	99970	166616
3750	99997	166591
3751	100023	166563
3752	100050	166537
3753	100075	166507
3754	100102	166481
3755	100128	166453
3756	100153	166425
3757	100179	166396
3758	100204	166368
3759	100229	166339
3760	100255	166310
3761	100281	166282
3762	100306	166253
3763	100331	166224
3764	100357	166195
3765	100382	166167
3766	100409	166140
3767	100435	166112
3768	100460	166083
3769	100486	166055
3770	100512	166028
3771	100539	166001
3772	100564	165973
3773	100591	165946
3774	100617	165918
3775	100642	165890
3776	100668	165861
3777	100695	165835
3778	100721	165807
3779	100746	165778
3780	100772	165751
3781	100798	165722
3782	100825	165696
3783	100850	165667
3784	100876	165640
3785	100903	165614
3786	100932	165590
3787	100957	165562
3788	100982	165533
3789	101008	165505
3790	101036	165479
3791	101061	165450
3792	101087	165423
3793	101114	165396
3794	101142	165372
3795	101168	165345
3796	101193	165315
3797	101218	165286
3798	101244	165259
3799	101270	165231
3800	101297	165204
3801	101322	165175
3802	101347	165146
3803	101373	165118
3804	101399	165091
3805	101426	165064
3806	101451	165035
3807	101477	165007
3808	101502	164978
3809	101529	164952
3810	101555	164924
3811	101581	164897
3812	101607	164868
3813	101633	164841
3814	101660	164815
3815	101687	164789
3816	101713	164761
3817	101740	164735
3818	101766	164708
3819	101793	164681
3820	101820	164655
3821	101846	164627
3822	101872	164599
3823	101898	164572
3824	101924	164544
3825	101950	164517
3826	101976	164488
3827	102001	164459
3828	102026	164430
3829	102051	164402
3830	102076	164372
3831	102101	164343
3832	102127	164314
3833	102153	164287
3834	102179	164260
3835	102205	164231
3836	102233	164207
3837	102259	164179
3838	102284	164150
3839	102310	164122
3840	102335	164094
3841	102361	164065
3842	102386	164037
3843	102414	164012
3844	102440	163985
3845	102467	163958
3846	102492	163928
3847	102516	163898
3848	102541	163869
3849	102567	163841
3850	102591	163811
3851	102616	163782
3852	102642	163753
3853	102669	163727
3854	102697	163702
3855	102723	163676
3856	102750	163649
3857	102777	163623
3858	102803	163595
3859	102830	163569
3860	102858	163544
3861	102885	163519
3862	102911	163491
3863	102939	163466
3864	102967	163442
3865	102992	163413
3866	103018	163386
3867	103044	163357
3868	103070	163329
3869	103095	163301
3870	103121	163272
3871	103146	163244
3872	103171	163215
3873	103197	163187
3874	103223	163160
3875	103248	163130
3876	103274	163103
3877	103301	163076
3878	103329	163051
3879	103354	163023
3880	103380	162995
3881	103406	162967
3882	103433	162942
3883	103460	162915
3884	103487	162888
3885	103513	162862
3886	103540	162836
3887	103566	162808
3888	103591	162779
3889	103616	162750
3890	103642	162722
3891	103668	162694
3892	103695	162668
3893	103720	162639
3894	103746	162611
3895	103771	162582
3896	103796	162553
3897	103821	162524
3898	103845	162493
3899	103870	162464
3900	103896	162437
3901	103923	162409
3902	103949	162382
3903	103973	162352
3904	104000	162326
3905	104027	162300
3906	104053	162271
3907	104078	162243
3908	104104	162215
3909	104130	162188
3910	104155	162159
3911	104182	162133
3912	104207	162104
3913	104233	162076
3914	104259	162048
3915	104286	162022
3916	104312	161994
3917	104338	161967
3918	104364	161939
3919	104390	161912
3920	104418	161886
3921	104444	161860
3922	104470	161831
3923	104496	161803
3924	104522	161776
3925	104547	161747
3926	104572	161719
3927	104598	161690
3928	104623	161661
3929	104647	161631
3930	104673	161603
3931	104699	161576
3932	104726	161549
3933	104752	161522
3934	104778	161495
3935	104803	161465
3936	104829	161437
3937	104854	161409
3938	104880	161380
3939	104906	161353
3940	104931	161324
3941	104956	161295
3942	104981	161266
3943	105007	161238
3944	105033	161210
3945	105059	161183
3946	105084	161154
3947	105110	161127
3948	105136	161099
3949	105161	161070
3950	105186	161041
3951	105211	161011
3952	105236	160983
3953	105263	160956
3954	105290	160930
3955	105316	160903
3956	105344	160878
3957	105370	160851
3958	105396	160824
3959	105422	160795
3960	105448	160768
3961	105474	160740
3962	105500	160712
3963	105525	160684
3964	105551	160656
3965	105576	160627
3966	105601	160597
3967	105627	160570
3968	105653	160543
3969	105680	160516
3970	105706	160489
3971	105731	160460
3972	105756	160431
3973	105781	160402
3974	105808	160375
3975	105833	160347
3976	105859	160320
3977	105885	160291
3978	105911	160264
3979	105938	160238
3980	105964	160211
3981	105993	160187
3982	106020	160162
3983	106048	160137
3984	106075	160110
3985	106100	160083
3986	106126	160055
3987	106152	160026
3988	106177	159998
3989	106203	159970
3990	106230	159944
3991	106256	159917
3992	106283	159890
3993	106309	159863
3994	106335	159835
3995	106361	159808
3996	106386	159779
3997	106411	159749
3998	106436	159721
3999	106463	159694
4000	106488	159666
4001	106514	159638
4002	106540	159610
4003	106567	159584
4004	106592	159556
4005	106618	159528
4006	106645	159502
4007	106671	159474
4008	106699	159450
4009	106725	159423
4010	106751	159395
4011	106777	159367
4012	106803	159339
4013	106828	159311
4014	106854	159283
4015	106879	159254
4016	106904	159226
4017	106931	159199
4018	106957	159172
4019	106984	159145
4020	107010	159118
4021	107035	159089
4022	107061	159062
4023	107088	159035
4024	107115	159009
4025	107141	158982
4026	107168	158956
4027	107195	158930
4028	107221	158903
4029	107247	158874
4030	107273	158847
4031	107298	158818
4032	107323	158790
4033	107350	158763
4034	107375	158735
4035	107401	158706
4036	107426	158678
4037	107452	158651
4038	107480	158626
4039	107508	158600
4040	107534	158573
4041	107560	158546
4042	107586	158519
4043	107614	158493
4044	107640	158467
4045	107665	158437
4046	107693	158413
4047	107719	158386
4048	107744	158357
4049	107769	158328
4050	107795	158299
4051	107821	158273
4052	107847	158245
4053	107873	158217
4054	107898	158189
4055	107923	158160
4056	107949	158132
4057	107976	158106
4058	108001	158077
4059	108025	158047
4060	108052	158020
4061	108077	157991
4062	108102	157962
4063	108128	157935
4064	108154	157908
4065	108180	157880
4066	108206	157852
4067	108231	157824
4068	108256	157795
4069	108281	157766
4070	108307	157739
4071	108334	157712
4072	108359	157683
4073	108385	157656
4074	108410	157627
4075	108436	157600
4076	108464	157574
4077	108491	157549
4078	108518	157523
4079	108543	157494
4080	108569	157466
4081	108594	157438
4082	108622	157413
4083	108647	157385
4084	108674	157358
4085	108700	157330
4086	108727	157304
4087	108753	157277
4088	108779	157250
4089	108804	157221
4090	108831	157194
4091	108856	157166
4092	108882	157138
4093	108907	157110
4094	108933	157083
4095	108961	157057
4096	108987	157030
4097	109013	157002
4098	109039	156974
4099	109065	156947
4100	109090	156918
4101	109116	156890
4102	109141	156862
4103	109167	156835
4104	109193	156807
4105	109218	156779
4106	109245	156753
4107	109273	156727
4108	109298	156699
4109	109323	156670
4110	109349	156642
4111	109376	156616
4112	109401	156587
4113	109427	156560
4114	109454	156534
4115	109480	156507
4116	109507	156480
4117	109533	156453
4118	109558	156425
4119	109584	156397
4120	109610	156369
4121	109636	156343
4122	109662	156315
4123	109689	156289
4124	109715	156261
4125	109741	156234
4126	109767	156206
4127	109793	156179
4128	109819	156151
4129	109846	156125
4130	109874	156101
4131	109901	156074
4132	109925	156045
4133	109951	156017
4134	109979	155992
4135	110006	155966
4136	110031	155938
4137	110057	155910
4138	110085	155886
4139	110111	155858
4140	110137	155831
4141	110163	155803
4142	110191	155778
4143	110217	155751
4144	110243	155724
