iter	MAE
660	0.678659982
661	0.6786089775
662	0.6785710042
663	0.6785539074
664	0.6785454895
665	0.6785300438
666	0.6785195096
667	0.6785111065
668	0.6784145877
669	0.6783902955
670	0.6783443628
671	0.6783234771
672	0.6782800453
673	0.6782585751
674	0.6782441183
675	0.6782097564
676	0.6780491038
677	0.6780368092
678	0.6779996448
679	0.6779856947
680	0.6779648436
681	0.677951268
682	0.6779280356
683	0.6778725315
684	0.6778647418
685	0.677851523
686	0.6778426902
687	0.6778210857
688	0.6777839789
689	0.6777441018
690	0.677733832
691	0.6776997451
692	0.6776839074
693	0.6776323188
694	0.6775986055
695	0.6775740869
696	0.6775522843
697	0.6775142271
698	0.677487461
699	0.677478297
700	0.6774248399
701	0.6773963434
702	0.6773727251
703	0.6773469124
704	0.6773205032
705	0.6773156972
706	0.6772968233
707	0.6772925479
708	0.6772791105
709	0.6772150181
710	0.6771828688
711	0.6771441521
712	0.6771167027
713	0.6770940886
714	0.6770702496
715	0.6770178718
716	0.6769809958
717	0.6769609615
718	0.6768831771
719	0.6768713733
720	0.6768572104
721	0.6768423895
722	0.6768296511
723	0.6768058799
724	0.6767258547
725	0.6767039519
726	0.6766855328
727	0.6766471284
728	0.6766317211
729	0.6765504647
730	0.6764968105
731	0.6764805103
732	0.6764684208
733	0.6764495668
734	0.6764213727
735	0.6763712579
736	0.6762914334
737	0.6762609077
738	0.6762537879
739	0.6762479337
740	0.6762410846
741	0.6762058569
742	0.6761888856
743	0.6761586074
744	0.6761319006
745	0.6761228052
746	0.6761195223
747	0.6760825478
748	0.6760753391
749	0.676028042
750	0.6759292929
751	0.6758954481
752	0.6758929791
753	0.6758491472
754	0.675841848
755	0.6757461743
756	0.6757198579
757	0.6756898922
758	0.6756849072
759	0.6756801385
760	0.6756721322
761	0.6756631352
762	0.675651904
763	0.675634667
764	0.6756084508
765	0.675553016
766	0.675544032
767	0.6755389435
768	0.6754520484
769	0.6754239334
770	0.6754213478
771	0.6754076036
772	0.6754061879
773	0.6754042463
774	0.6753924032
775	0.6753538412
776	0.6753327481
777	0.6753005247
778	0.6752872307
779	0.6752839909
780	0.6752428356
781	0.6752180218
782	0.675182047
783	0.6751804824
784	0.6750532822
785	0.6750319639
786	0.675024063
787	0.6749550528
788	0.6748955177
789	0.6748603363
790	0.6748487167
791	0.6748332319
792	0.6748144273
793	0.6747879426
794	0.6747109414
795	0.6746584036
796	0.6746043651
797	0.6745908693
798	0.6745446927
799	0.674535998
800	0.6745263402
801	0.6744773217
802	0.6744571324
803	0.6744525544
804	0.6744402843
805	0.674417612
806	0.6743732637
807	0.6743412001
808	0.6743111038
809	0.6742815868
810	0.6741843422
811	0.6741671064
812	0.6741431079
813	0.6741272467
814	0.6740962127
815	0.6740658548
816	0.6740017933
817	0.6739929853
818	0.6739826728
819	0.6739773259
820	0.6739282115
821	0.6739208767
822	0.6739094038
823	0.6739069838
824	0.6738388561
825	0.6738216002
826	0.6738143227
827	0.6737996326
828	0.6737837292
829	0.6737693241
830	0.67375472
831	0.6737492611
832	0.6737237094
833	0.6737147954
834	0.6736662045
835	0.6736566671
836	0.6736348049
837	0.6736222671
838	0.6736164743
839	0.6736003752
840	0.6735593134
841	0.6735478828
842	0.673532175
843	0.6735088721
844	0.6734952198
845	0.6734597845
846	0.6734509682
847	0.6734401928
848	0.6734183424
849	0.673410009
850	0.673405939
851	0.6733785531
852	0.6733484188
853	0.6733294714
854	0.6732918964
855	0.6732679987
856	0.6732266605
857	0.6732169349
858	0.6732072761
859	0.6731911987
860	0.6731795305
861	0.6731674953
862	0.6731617567
863	0.6731184376
864	0.6730877064
865	0.6730703758
866	0.6730117431
867	0.6729743339
868	0.6729728472
869	0.6729591078
870	0.6729361493
871	0.6729067832
872	0.6728885633
873	0.6728685945
874	0.6728620887
875	0.6728229537
876	0.6727450911
877	0.6726847402
878	0.6726560636
879	0.6726400991
880	0.6726222428
881	0.6726120024
882	0.6725988392
883	0.672555976
884	0.6725451755
885	0.6725382129
886	0.6725068964
887	0.6724867776
888	0.6724755642
889	0.6724308652
890	0.6724138876
891	0.6723918854
892	0.6722768732
893	0.6722719332
894	0.67225847
895	0.6722548693
896	0.6722482937
897	0.6722375955
898	0.672208445
899	0.6722012614
900	0.6721809905
901	0.6721525824
902	0.6721438618
903	0.6721205555
904	0.6721117105
905	0.6720918261
906	0.6720847392
907	0.6720592607
908	0.6720570036
909	0.6720207736
910	0.6720100921
911	0.6720027869
912	0.6719937602
913	0.6719256186
914	0.6719055112
915	0.6718885004
916	0.6718653506
917	0.6718141528
918	0.6717231296
919	0.6717019449
920	0.6716949076
921	0.6716848475
922	0.671672755
923	0.6716581157
924	0.6716371588
925	0.6716118341
926	0.6716055844
927	0.6715978749
928	0.6715607643
929	0.6715487517
930	0.6715348482
931	0.6715342089
932	0.6714557505
933	0.6714517947
934	0.6714448591
935	0.671440692
936	0.6714277347
937	0.6714226857
938	0.67136655
939	0.6713155517
940	0.6713114979
941	0.671302248
942	0.6712270911
943	0.6710227225
944	0.6710200592
945	0.6709973148
946	0.6709932888
947	0.6709727389
948	0.6709566485
949	0.6709472308
950	0.6709434723
951	0.6709409613
952	0.6709227365
953	0.6708629669
954	0.670855777
955	0.6708499834
956	0.6708460092
957	0.6708442464
958	0.6708354817
959	0.6708301803
960	0.6708198944
961	0.6708171662
962	0.6708136633
963	0.670811641
964	0.6708087575
965	0.6708069308
966	0.6708059826
967	0.6708005694
968	0.6707983403
969	0.6707873385
970	0.6707826315
971	0.6707766458
972	0.6707669671
973	0.6707588959
974	0.6707342527
975	0.6707067309
976	0.6706714679
977	0.6706557789
978	0.6706482162
979	0.670640401
980	0.6706262475
981	0.6706095721
982	0.6706055662
983	0.6706044877
984	0.6705725264
985	0.6705715288
986	0.6705700671
987	0.6705375499
988	0.6705217283
989	0.6705116166
990	0.670504718
991	0.6704794155
992	0.6704698452
993	0.6704673648
994	0.6704656004
995	0.6704647458
996	0.6704618342
997	0.6704584973
998	0.6704565502
999	0.6704538057
1000	0.6704426081
1001	0.6704349401
1002	0.6704108869
1003	0.6704042537
1004	0.6704009018
1005	0.6703836845
1006	0.6703766738
1007	0.6703728035
1008	0.6703544814
1009	0.6703302454
1010	0.6703243449
1011	0.6703198679
1012	0.6703167128
1013	0.6703111902
1014	0.6703073908
1015	0.6702961253
1016	0.6702951183
1017	0.6702921998
1018	0.6702851421
1019	0.6702653484
1020	0.6702501063
1021	0.6702424428
1022	0.6702135889
1023	0.6702024095
1024	0.6701932391
1025	0.6701549512
1026	0.6700819079
1027	0.6700652601
1028	0.6700591217
1029	0.6700497529
1030	0.6700342364
1031	0.6699641146
1032	0.6699482512
1033	0.6699191768
1034	0.6699011937
1035	0.6698748428
1036	0.6698342983
1037	0.6698212491
1038	0.669807739
1039	0.6697853338
1040	0.6697723026
1041	0.6697228723
1042	0.6697012774
1043	0.6696732039
1044	0.6696671592
1045	0.6696512207
1046	0.6696322936
1047	0.6696065272
1048	0.6695351512
1049	0.6694147499
1050	0.6694039798
1051	0.6693994662
1052	0.6693935688
1053	0.6693890857
1054	0.6693499106
1055	0.6693239445
1056	0.6693142548
1057	0.6693122611
1058	0.6692916307
1059	0.6692486359
1060	0.6691757706
1061	0.6691529262
1062	0.6691394989
1063	0.669108629
1064	0.6691036126
1065	0.6690546093
1066	0.6690427044
1067	0.6690339887
1068	0.6690226801
1069	0.6689953909
1070	0.6689935058
1071	0.6689886195
1072	0.6689494215
1073	0.668945909
1074	0.6688861698
1075	0.6688703343
1076	0.6688649389
1077	0.6688234196
1078	0.6688100325
1079	0.6688007939
1080	0.6687786917
1081	0.6687700122
1082	0.6687308243
1083	0.6687161707
1084	0.6687133193
1085	0.6687092622
1086	0.6687045087
1087	0.6686933257
1088	0.6686835362
1089	0.668670842
1090	0.668653584
1091	0.6686437289
1092	0.6686346685
1093	0.6686292465
1094	0.6686208819
1095	0.6685726146
1096	0.6685631891
1097	0.6685438262
1098	0.6685187667
1099	0.6684948222
1100	0.6684897834
1101	0.6684760337
1102	0.6684744479
1103	0.6684725516
1104	0.6684438244
1105	0.6684425383
1106	0.6684359245
1107	0.668429029
1108	0.6684263412
1109	0.6684227925
1110	0.6684097516
1111	0.6684072896
1112	0.6683990195
1113	0.6683907275
1114	0.6683835199
1115	0.6683707775
1116	0.668364507
1117	0.6683579855
1118	0.6683344577
1119	0.6683247807
1120	0.6683192918
1121	0.6683122595
1122	0.6683058794
1123	0.6683041697
1124	0.6682813885
1125	0.6682261281
1126	0.6682161762
1127	0.668208938
1128	0.6681442304
1129	0.6680947282
1130	0.6680935943
1131	0.6680923486
1132	0.6680805646
1133	0.6680452982
1134	0.6680265156
1135	0.668017425
1136	0.6680093291
1137	0.6680073906
1138	0.667979131
1139	0.6679649481
1140	0.6679478802
1141	0.6679140957
1142	0.6678894356
1143	0.6678832551
1144	0.6678350372
1145	0.6678068597
1146	0.6677585583
1147	0.6677312136
1148	0.6677132817
1149	0.667707409
1150	0.6677015332
1151	0.6676699493
1152	0.6676409082
1153	0.6676392856
1154	0.6676382177
1155	0.6676210637
1156	0.6676148217
1157	0.6676120364
1158	0.6675769035
1159	0.6675347811
1160	0.6675311911
1161	0.6674470822
1162	0.6674444864
1163	0.6673811587
1164	0.6673712878
1165	0.6673600181
1166	0.6673552043
1167	0.6673423323
1168	0.6673211795
1169	0.6672925172
1170	0.6672713279
1171	0.6672509145
1172	0.667196136
1173	0.6671780549
1174	0.6671575338
1175	0.667123825
1176	0.6671120728
1177	0.6671109829
1178	0.6671055278
1179	0.6670940082
1180	0.6670791967
1181	0.6670727999
1182	0.6670647715
1183	0.6670640679
1184	0.6670511231
1185	0.6670403879
1186	0.6670350307
1187	0.6670280122
1188	0.666945686
1189	0.6669182851
1190	0.6669138539
1191	0.6668557666
1192	0.6668401151
1193	0.6668314203
1194	0.6668037429
1195	0.6667973753
1196	0.6667620124
1197	0.6667548377
1198	0.6667366032
1199	0.6667317049
1200	0.6667135563
1201	0.666696703
1202	0.6666950474
1203	0.6666931413
1204	0.6666895123
1205	0.6666861192
1206	0.6666738305
1207	0.6666400695
1208	0.6666374888
1209	0.6665821564
1210	0.6665703593
1211	0.6665657143
1212	0.6665648471
1213	0.6665539982
1214	0.6665150243
1215	0.6665042171
1216	0.6665021227
1217	0.6664926577
1218	0.6664586245
1219	0.6664077966
1220	0.6663956318
1221	0.6663919755
1222	0.6663655485
1223	0.6663387615
1224	0.6663328372
1225	0.6663222692
1226	0.6663181665
1227	0.6662992215
1228	0.6662363569
1229	0.6662301034
1230	0.6662203508
1231	0.6662097959
1232	0.6662033167
1233	0.6661855497
1234	0.666172369
1235	0.6661659617
1236	0.6661614724
1237	0.6661580979
1238	0.6661544232
1239	0.6661487673
1240	0.6661333109
1241	0.6661300161
1242	0.6661262698
1243	0.6661194216
1244	0.666114845
1245	0.6661080353
1246	0.6661018791
1247	0.6660853
1248	0.6660230374
1249	0.6660054299
1250	0.6660004883
1251	0.6659998044
1252	0.6659977417
1253	0.665997086
1254	0.6659962021
1255	0.6659929944
1256	0.6659855986
1257	0.6658566207
1258	0.6658154283
1259	0.6657652556
1260	0.6657419803
1261	0.6657292671
1262	0.6656877666
1263	0.6656580097
1264	0.6656476823
1265	0.6656392496
1266	0.6656320034
1267	0.6656290755
1268	0.6656112047
1269	0.6655892457
1270	0.6655735299
1271	0.6655493333
1272	0.665538875
1273	0.6655375835
1274	0.6655351702
1275	0.6655294791
1276	0.6655245368
1277	0.6655133592
1278	0.6655093882
1279	0.665493605
1280	0.6654897941
1281	0.6654807379
1282	0.6654731655
1283	0.6654664095
1284	0.6654590541
1285	0.6654536188
1286	0.6654365101
1287	0.6654193985
1288	0.665380093
1289	0.6653706457
1290	0.6653670535
1291	0.665357173
1292	0.6653541948
1293	0.6653510728
1294	0.665342103
1295	0.6653274935
1296	0.6653253573
1297	0.6653221627
1298	0.6653181628
1299	0.6653018222
1300	0.6652977908
1301	0.6652805228
1302	0.6652783215
1303	0.6652750963
1304	0.6652405737
1305	0.6652382251
1306	0.6652371933
1307	0.6652211867
1308	0.6652191614
1309	0.6652178066
1310	0.665216483
1311	0.6652151624
1312	0.6651950301
1313	0.6651715373
1314	0.6651673475
1315	0.6651496125
1316	0.6651479557
1317	0.6651469942
1318	0.6651348574
1319	0.6651325897
1320	0.6651250609
1321	0.6651218368
1322	0.6651118054
1323	0.6650811811
1324	0.6650735913
1325	0.6650511049
1326	0.6650487425
1327	0.6650431842
1328	0.6650395175
1329	0.6650388949
1330	0.6649664737
1331	0.6649589268
1332	0.6649575608
1333	0.6649553896
1334	0.6649549056
1335	0.6649546106
1336	0.6649514688
1337	0.6649509208
1338	0.6649429891
1339	0.6649415883
1340	0.6649379186
1341	0.6649358383
1342	0.6649324009
1343	0.6649321865
1344	0.6649320242
1345	0.6649306903
1346	0.6649133979
1347	0.6649129336
1348	0.6649001786
1349	0.6648760485
1350	0.6648090227
1351	0.6647897577
1352	0.6647749188
1353	0.6647604245
1354	0.6647578421
1355	0.6647241241
1356	0.6647160405
1357	0.6647067415
1358	0.6647053118
1359	0.6646886918
1360	0.6646650378
1361	0.6646548037
1362	0.6646347378
1363	0.6646336115
1364	0.6646278332
1365	0.6646047625
1366	0.6645984638
1367	0.6645832306
1368	0.6645779891
1369	0.6645767148
1370	0.6645732548
1371	0.6645702029
1372	0.6645423749
1373	0.6645123432
1374	0.6644979638
1375	0.6644924934
1376	0.6644834048
1377	0.6644670367
1378	0.6644662834
1379	0.6644454949
1380	0.6644375538
1381	0.664428604
1382	0.6644151233
1383	0.6644071876
1384	0.6643983276
1385	0.6643902397
1386	0.664334111
1387	0.6643219434
1388	0.6642720283
1389	0.6642193402
1390	0.6642098932
1391	0.6641809788
1392	0.6641781238
1393	0.6641612739
1394	0.6641506354
1395	0.664149448
1396	0.6641461484
1397	0.664129339
1398	0.6641118903
1399	0.6640842012
1400	0.6640572907
1401	0.6640215645
1402	0.6640175923
1403	0.6640121403
1404	0.6639946923
1405	0.663982348
1406	0.6639719707
1407	0.6639434313
1408	0.663938275
1409	0.6639201336
1410	0.6638922818
1411	0.6638737334
1412	0.6638679461
1413	0.6637862213
1414	0.6637379273
1415	0.6637234087
1416	0.6637092699
1417	0.6636800207
1418	0.6636732215
1419	0.663661985
1420	0.6636545175
1421	0.6636441434
1422	0.6636428399
1423	0.663638686
1424	0.6636345514
1425	0.6636339847
1426	0.6635910582
1427	0.6635825571
1428	0.663580918
1429	0.6635787244
1430	0.6635759476
1431	0.663574468
1432	0.6635634876
1433	0.6635396954
1434	0.6635188462
1435	0.6635005248
1436	0.6634145486
1437	0.6633786479
1438	0.6633665929
1439	0.6633516436
1440	0.663341012
1441	0.6633295795
1442	0.6633255628
1443	0.6632935377
1444	0.6632804375
1445	0.6632604362
1446	0.6632491254
1447	0.6632116283
1448	0.6631959286
1449	0.6631579228
1450	0.6631492887
1451	0.6631073464
1452	0.6630896491
1453	0.6630857639
1454	0.6630696064
1455	0.6630591153
1456	0.663051005
1457	0.6629969486
1458	0.6629467601
1459	0.6629305743
1460	0.6629277145
1461	0.662918026
1462	0.662915552
1463	0.6628915156
1464	0.6628867419
1465	0.6628736477
1466	0.6628426421
1467	0.6628341907
1468	0.6628200701
1469	0.6627672212
1470	0.6627426987
1471	0.6627389693
1472	0.6627343633
1473	0.6627293728
1474	0.662689228
1475	0.6626788093
1476	0.6626763476
1477	0.6626444368
1478	0.6626417934
1479	0.6626117708
1480	0.6625950085
1481	0.6625872581
1482	0.662585702
1483	0.6625540005
1484	0.6625367862
1485	0.6624951992
1486	0.6624749709
1487	0.6624499454
1488	0.6623909547
1489	0.662379049
1490	0.6623681012
1491	0.6623614057
1492	0.6623551482
1493	0.6623517503
1494	0.662290097
1495	0.6622787703
1496	0.6622631322
1497	0.6622613334
1498	0.6622365275
1499	0.6622356958
1500	0.6621586622
1501	0.662148902
1502	0.6621042414
1503	0.6620997917
1504	0.662065404
1505	0.6620463564
1506	0.6620400237
1507	0.6620339339
1508	0.6620318594
1509	0.6620284646
1510	0.6620252772
1511	0.6620234787
1512	0.6620155583
