iter	MAE
1513	0.661977726
1514	0.6619681063
1515	0.6619483314
1516	0.6619470631
1517	0.6619388976
1518	0.6619097856
1519	0.6619025859
1520	0.6618878933
1521	0.6618775298
1522	0.6618529371
1523	0.6618517934
1524	0.6618381435
1525	0.6618274348
1526	0.6618130012
1527	0.6618011373
1528	0.6617936444
1529	0.6617910196
1530	0.661786815
1531	0.6617788999
1532	0.6617565863
1533	0.6617529276
1534	0.6617277605
1535	0.6617199179
1536	0.6617116676
1537	0.6617091073
1538	0.6617076277
1539	0.6616713329
1540	0.6616563824
1541	0.6616543531
1542	0.661639746
1543	0.6616251772
1544	0.6616020008
1545	0.6615780432
1546	0.6615436697
1547	0.6615243189
1548	0.6615214886
1549	0.6614923761
1550	0.6614883311
1551	0.6614750531
1552	0.6614545999
1553	0.6614321487
1554	0.661423292
1555	0.6614000689
1556	0.6613868666
1557	0.6613787793
1558	0.6613473529
1559	0.6613443028
1560	0.6613400702
1561	0.6613234253
1562	0.6613191742
1563	0.6613184177
1564	0.6613157125
1565	0.6613082572
1566	0.6612888269
1567	0.6612876659
1568	0.6612755149
1569	0.6612469108
1570	0.6612279684
1571	0.6612014934
1572	0.6611991496
1573	0.6611920804
1574	0.6611898881
1575	0.6611895028
1576	0.6611767583
1577	0.661174748
1578	0.6611742905
1579	0.6611701987
1580	0.6611680103
1581	0.6611610635
1582	0.6611550289
1583	0.6611473241
1584	0.6611165572
1585	0.6611064324
1586	0.6611026627
1587	0.6611013834
1588	0.661097487
1589	0.6610616574
1590	0.6610604705
1591	0.6610596428
1592	0.6610581128
1593	0.6610541061
1594	0.6610531297
1595	0.6610485545
1596	0.6610456397
1597	0.6610279383
1598	0.6610267821
1599	0.6610131088
1600	0.6610048809
1601	0.6609776945
1602	0.6609679363
1603	0.6609608597
1604	0.6609452559
1605	0.6609379617
1606	0.660893622
1607	0.6608383681
1608	0.6608287349
1609	0.6608201778
1610	0.6608103923
1611	0.6608013046
1612	0.6607959324
1613	0.6607744249
1614	0.660759191
1615	0.6607249391
1616	0.6607222194
1617	0.6607042676
1618	0.6606950563
1619	0.660690082
1620	0.6606673069
1621	0.6606601765
1622	0.6606523813
1623	0.6606458649
1624	0.6606431164
1625	0.6606391762
1626	0.6606370722
1627	0.6606335548
1628	0.6606263187
1629	0.6606255941
1630	0.6606186887
1631	0.6606147001
1632	0.6605845046
1633	0.6605760973
1634	0.6605680414
1635	0.6605185067
1636	0.6605155059
1637	0.660509852
1638	0.6605054099
1639	0.6604951618
1640	0.6604932595
1641	0.6604906712
1642	0.6604765447
1643	0.6604635003
1644	0.6604561636
1645	0.6604444083
1646	0.6604388294
1647	0.6604349733
1648	0.6604292504
1649	0.6604273628
1650	0.6604037298
1651	0.6604004134
1652	0.660379474
1653	0.6603652791
1654	0.660363505
1655	0.6603619787
1656	0.6603556701
1657	0.6603323165
1658	0.6603294317
1659	0.6603191156
1660	0.6603156751
1661	0.6603150054
1662	0.6603143514
1663	0.6603091305
1664	0.6603085417
1665	0.6603080998
1666	0.6602986201
1667	0.6602682747
1668	0.6602593204
1669	0.6602582095
1670	0.6602525489
1671	0.660250771
1672	0.6602049673
1673	0.6602001978
1674	0.660142605
1675	0.6601379943
1676	0.6601362935
1677	0.660114218
1678	0.6601082459
1679	0.6601047482
1680	0.6600981704
1681	0.6600885298
1682	0.6600765576
1683	0.6600686308
1684	0.6600612616
1685	0.6600486037
1686	0.6600469325
1687	0.6600461324
1688	0.6600450294
1689	0.6600242037
1690	0.6600087288
1691	0.6600012412
1692	0.6599977768
1693	0.6599935126
1694	0.6599788533
1695	0.6599225686
1696	0.6599197
1697	0.6599183539
1698	0.6598950872
1699	0.6598739227
1700	0.65987341
1701	0.6598712106
1702	0.6598197131
1703	0.6598163343
1704	0.6598103535
1705	0.6598027555
1706	0.6598004741
1707	0.6597934481
1708	0.6597651229
1709	0.6597403593
1710	0.6597305054
1711	0.6597198241
1712	0.6597130409
1713	0.659705952
1714	0.6596992924
1715	0.6596983876
1716	0.6596952812
1717	0.6596896902
1718	0.6596864552
1719	0.6596648954
1720	0.6596602548
1721	0.6596404211
1722	0.6596342517
1723	0.6596302157
1724	0.6596220367
1725	0.6596182576
1726	0.6596141289
1727	0.6596066713
1728	0.6595717812
1729	0.6595498773
1730	0.6595476578
1731	0.6595277536
1732	0.6595033622
1733	0.6594948969
1734	0.6594161663
1735	0.6594143882
1736	0.6593844183
1737	0.6593364975
1738	0.659335385
1739	0.6593242333
1740	0.6593222145
1741	0.6593196946
1742	0.6593189082
1743	0.6593064025
1744	0.659270127
1745	0.6592668564
1746	0.6592658674
1747	0.6592650177
1748	0.6592638546
1749	0.6592632564
1750	0.6592601003
1751	0.6592594753
1752	0.6592593197
1753	0.6592588329
1754	0.6592584036
1755	0.6592580551
1756	0.6592574975
1757	0.6592520405
1758	0.6592478633
1759	0.6592213509
1760	0.6592197976
1761	0.6592156827
1762	0.6591846428
1763	0.6591804791
1764	0.6591692229
1765	0.6591136547
1766	0.6591088856
1767	0.659085835
1768	0.6590814101
1769	0.6590804755
1770	0.6590802321
1771	0.659079753
1772	0.6590719681
1773	0.6590690075
1774	0.6590594824
1775	0.6590549161
1776	0.6590438645
1777	0.6590404997
1778	0.659014596
1779	0.6589959977
1780	0.6589946883
1781	0.6589891444
1782	0.6589865784
1783	0.6589837103
1784	0.6589778192
1785	0.6589757403
1786	0.6589399467
1787	0.6589363319
1788	0.6589066235
1789	0.6589047737
1790	0.6588768992
1791	0.6588669215
1792	0.658859266
1793	0.6588497813
1794	0.6588316033
1795	0.6588286708
1796	0.6588210951
1797	0.6588138622
1798	0.6587502613
1799	0.6587492172
1800	0.658744463
1801	0.6587343655
1802	0.6587338767
1803	0.6587284847
1804	0.6587109873
1805	0.6586990479
1806	0.6586834805
1807	0.6586761018
1808	0.6586686958
1809	0.658664854
1810	0.6586357017
1811	0.658632883
1812	0.6586167201
1813	0.6586139098
1814	0.6586063522
1815	0.6586040079
1816	0.6585724269
1817	0.6585702936
1818	0.658568949
1819	0.6585681912
1820	0.6585672259
1821	0.6585636503
1822	0.6585618667
1823	0.6585569309
1824	0.658537483
1825	0.6585264786
1826	0.6585048036
1827	0.6584746335
1828	0.6584719281
1829	0.6584692314
1830	0.6584689076
1831	0.6584664659
1832	0.6584646661
1833	0.658462067
1834	0.6584614469
1835	0.6584606039
1836	0.6584601391
1837	0.6584384292
1838	0.65843075
1839	0.6584254445
1840	0.6584118281
1841	0.6584106454
1842	0.6584085251
1843	0.6583838499
1844	0.6583763202
1845	0.6583739359
1846	0.6583724059
1847	0.6583615944
1848	0.6583267963
1849	0.6583224547
1850	0.6583077979
1851	0.6583026441
1852	0.6582979241
1853	0.6582920454
1854	0.6582816543
1855	0.6582787725
1856	0.6582617415
1857	0.6581993296
1858	0.6581820934
1859	0.6581677761
1860	0.6581644456
1861	0.6581611402
1862	0.6581567371
1863	0.6581509843
1864	0.6581413208
1865	0.6581339383
1866	0.658132219
1867	0.6581280004
1868	0.6581204082
1869	0.6580995368
1870	0.658091348
1871	0.6580899309
1872	0.6580775813
1873	0.6580711206
1874	0.658057663
1875	0.6580286649
1876	0.658011094
1877	0.6580054115
1878	0.6580015271
1879	0.6579973945
1880	0.6579542159
1881	0.6579535025
1882	0.6579434362
1883	0.6579299274
1884	0.6579282755
1885	0.6579227076
1886	0.6578754591
1887	0.6578686963
1888	0.6578540765
1889	0.6578532799
1890	0.6578515562
1891	0.6578311729
1892	0.6578157715
1893	0.6578139582
1894	0.6577787898
1895	0.6577763895
1896	0.6577721362
1897	0.657742107
1898	0.6577392897
1899	0.6577318105
1900	0.6577255257
1901	0.6577213353
1902	0.6577199278
1903	0.6577189209
1904	0.6576926026
1905	0.6576878399
1906	0.657686865
1907	0.6576855147
1908	0.6576782585
1909	0.6576689917
1910	0.657666467
1911	0.6576549963
1912	0.6576421029
1913	0.657641132
1914	0.6576343266
1915	0.657624262
1916	0.6576164325
1917	0.6576112759
1918	0.6576053096
1919	0.6575913486
1920	0.6575892595
1921	0.6575704519
1922	0.6575646144
1923	0.6575611722
1924	0.6575586211
1925	0.6575466288
1926	0.6575438236
1927	0.6575429255
1928	0.657525979
1929	0.6575159888
1930	0.6574562222
1931	0.6574540256
1932	0.6574458659
1933	0.6574452491
1934	0.6574440884
1935	0.6574380474
1936	0.657423547
1937	0.657403077
1938	0.6574004439
1939	0.6574001349
1940	0.6573999478
1941	0.6573863714
1942	0.6573839755
1943	0.6573796018
1944	0.6573593329
1945	0.6573330657
1946	0.657330469
1947	0.6573286238
1948	0.6573277243
1949	0.6573171418
1950	0.6573067881
1951	0.6573057654
1952	0.6573011012
1953	0.6572651454
1954	0.6572532842
1955	0.6572466232
1956	0.6572405972
1957	0.6572149775
1958	0.6572020038
1959	0.6571955997
1960	0.6571902167
1961	0.6571756986
1962	0.6571741266
1963	0.6571711551
1964	0.6571597385
1965	0.6571585285
1966	0.6571406238
1967	0.6571209436
1968	0.657119566
1969	0.6571171785
1970	0.6571108349
1971	0.6571085136
1972	0.6571046126
1973	0.6571001504
1974	0.6570960064
1975	0.657093577
1976	0.6570902824
1977	0.6570853309
1978	0.6570722139
1979	0.6570681451
1980	0.6570652892
1981	0.6570406533
1982	0.6570390836
1983	0.6570330235
1984	0.6570234514
1985	0.6570182286
1986	0.6570084142
1987	0.6569980909
1988	0.6569972565
1989	0.6569893589
1990	0.6569757494
1991	0.6569562536
1992	0.656955736
1993	0.656952151
1994	0.6569483645
1995	0.65694791
1996	0.6569433791
1997	0.6569399952
1998	0.6569228426
1999	0.6569120076
2000	0.6569110548
2001	0.6569105464
2002	0.6569025107
2003	0.6569020749
2004	0.6569005874
2005	0.6568989203
2006	0.6568972624
2007	0.6568950898
2008	0.65688926
2009	0.6568749056
2010	0.6568744394
2011	0.6568711828
2012	0.6568688035
2013	0.6568553718
2014	0.6568498968
2015	0.6568422893
2016	0.6568283418
2017	0.65682749
2018	0.6568057688
2019	0.6567745641
2020	0.6567733457
2021	0.6567727333
2022	0.6567709227
2023	0.6567682594
2024	0.6567572124
2025	0.6567565405
2026	0.6567328085
2027	0.6567324966
2028	0.6567315566
2029	0.656718297
2030	0.6567077416
2031	0.6567016548
2032	0.6566936656
2033	0.6566753617
2034	0.6566552875
2035	0.6566455191
2036	0.6566414329
2037	0.6566338712
2038	0.6566289043
2039	0.6566209262
2040	0.6566130966
2041	0.6566126005
2042	0.6566086068
2043	0.6565665709
2044	0.6565661999
2045	0.6565655176
2046	0.6565493313
2047	0.6565480255
2048	0.6565476938
2049	0.6565416783
2050	0.6565314669
2051	0.6565273611
2052	0.6565208984
2053	0.6565163833
2054	0.6565157297
2055	0.6565143274
2056	0.6565110195
2057	0.6565098536
2058	0.6565091937
2059	0.6565087955
2060	0.6564969217
2061	0.6564960869
2062	0.6564901769
2063	0.6564748267
2064	0.6564706277
2065	0.656468551
2066	0.6564624803
2067	0.6564441794
2068	0.6564349138
2069	0.6564315202
2070	0.6563980826
2071	0.6563941081
2072	0.6563740433
2073	0.6563571888
2074	0.6563520388
2075	0.6563432366
2076	0.6563259675
2077	0.6563234417
2078	0.6563208845
2079	0.6563196805
2080	0.6563159523
2081	0.6563136053
2082	0.6563120443
2083	0.6562988114
2084	0.6562901913
2085	0.6562895175
2086	0.6562874835
2087	0.6562362446
2088	0.656228531
2089	0.6562259497
2090	0.6562207989
2091	0.6561971558
2092	0.6561906652
2093	0.6561616435
2094	0.6561575067
2095	0.6561559983
2096	0.6561362593
2097	0.6561284121
2098	0.6561184485
2099	0.6561148328
2100	0.6561034059
2101	0.6560746859
2102	0.6560533031
2103	0.6560501318
2104	0.6560494573
2105	0.6560455099
2106	0.6560451337
2107	0.6560406278
2108	0.6559991311
2109	0.6559895669
2110	0.6559838218
2111	0.6559814018
2112	0.6559795529
2113	0.6559793013
2114	0.6559575202
2115	0.6559558868
2116	0.6559550413
2117	0.6559540374
2118	0.655930396
2119	0.6559287801
2120	0.6559162885
2121	0.6558937989
2122	0.6558737364
2123	0.6558541387
2124	0.6558476346
2125	0.6558433291
2126	0.655841982
2127	0.6558049444
2128	0.6558040249
2129	0.6558005577
2130	0.6557987071
2131	0.6557878127
2132	0.6557859179
2133	0.6557583036
2134	0.6557496512
2135	0.6557335317
2136	0.6557287616
2137	0.6557119426
2138	0.6557064024
2139	0.6556657643
2140	0.6556618234
2141	0.6556612026
2142	0.6556452471
2143	0.6556423056
2144	0.6556214429
2145	0.6555916545
2146	0.6555901401
2147	0.6555850795
2148	0.6555703205
2149	0.6555607264
2150	0.6555519897
2151	0.6555504347
2152	0.6555496168
2153	0.655542034
2154	0.6555386052
2155	0.6555330016
2156	0.6555164983
2157	0.6555154796
2158	0.6555098893
2159	0.6555065377
2160	0.6554915513
2161	0.6554887885
2162	0.6554739483
2163	0.6554157877
2164	0.6553826966
2165	0.6553770889
2166	0.6553468485
2167	0.6553444422
2168	0.6553171327
2169	0.6553153472
2170	0.6553087108
2171	0.6553083576
2172	0.6552985457
2173	0.6552971073
2174	0.6552900651
2175	0.6552814451
2176	0.6552798144
2177	0.6552681351
2178	0.6552672965
2179	0.6552447717
2180	0.6552400508
2181	0.6552343686
2182	0.6552101182
2183	0.6551798649
2184	0.6551777824
2185	0.6551707323
2186	0.6551685906
2187	0.6551672223
2188	0.655163745
2189	0.6551614875
2190	0.655160097
2191	0.6551584182
2192	0.6551577363
2193	0.6551512207
2194	0.6551251337
2195	0.655122677
2196	0.6551124203
2197	0.655105558
2198	0.655103706
2199	0.6550390161
2200	0.6550323491
2201	0.6550104951
2202	0.6550102711
2203	0.654992953
2204	0.6549656652
2205	0.6549531551
2206	0.6549486108
2207	0.6549478123
2208	0.6549461174
2209	0.6549351195
2210	0.6549330382
2211	0.6549270258
2212	0.6549146172
2213	0.6549090349
2214	0.654887791
2215	0.654881847
2216	0.6548798217
2217	0.6548676956
2218	0.6548538736
2219	0.6548518837
2220	0.6548468935
2221	0.6548452771
2222	0.6548360345
2223	0.6548294711
2224	0.6548134214
2225	0.6548112767
2226	0.6548102085
2227	0.6547964281
2228	0.6547550569
2229	0.6547243002
2230	0.6547221112
2231	0.6547115409
2232	0.6547008459
2233	0.6546894372
2234	0.6546876759
2235	0.6546601034
2236	0.6546427403
2237	0.6546339337
2238	0.6546269406
2239	0.654624932
2240	0.6546023082
2241	0.6546017351
2242	0.6546015085
2243	0.6545983419
2244	0.6545967071
2245	0.6545957121
2246	0.6545470227
2247	0.6545402699
2248	0.6545396605
2249	0.6545393602
2250	0.6545379084
2251	0.6545358355
2252	0.6545330772
2253	0.6545303242
2254	0.6545239058
2255	0.6545148609
2256	0.6545067602
2257	0.6544877128
2258	0.6544818058
2259	0.6544617634
2260	0.6544612502
2261	0.6544607524
2262	0.6543556659
2263	0.6543474596
2264	0.6543429201
2265	0.6543203857
2266	0.6542894494
2267	0.6542824607
2268	0.6542803106
2269	0.6542759914
2270	0.6542757617
2271	0.6542717426
2272	0.6542699619
2273	0.6542673116
2274	0.6542636857
2275	0.6542515514
2276	0.6542501895
2277	0.6542386107
2278	0.6542375186
2279	0.6542360082
2280	0.6542351199
2281	0.6542342906
2282	0.6542311989
2283	0.6542279237
2284	0.6542252518
2285	0.6542240978
2286	0.6542235116
2287	0.6542225778
2288	0.6542211547
2289	0.654220454
2290	0.6542199993
2291	0.6542186055
2292	0.6542179149
2293	0.6541918587
2294	0.6541844652
2295	0.6541768968
2296	0.6541723976
2297	0.6541666721
2298	0.6541644185
2299	0.6541534858
2300	0.654127218
2301	0.6541162278
2302	0.6541110136
2303	0.65409989
2304	0.6540946002
2305	0.6540918275
2306	0.6540795141
2307	0.654059731
2308	0.6540549833
2309	0.6540292663
2310	0.6540202365
2311	0.6540191984
2312	0.654015339
2313	0.6540141361
2314	0.653977281
2315	0.6539765511
2316	0.6539708039
2317	0.6539633989
2318	0.6539618882
2319	0.6538993327
2320	0.6538968294
2321	0.6538950096
2322	0.6538943975
2323	0.6538486485
2324	0.6538479208
2325	0.6538463021
2326	0.6538454472
2327	0.6538434481
2328	0.653832363
2329	0.6538237814
2330	0.6538083932
2331	0.6537825012
2332	0.6537797583
2333	0.6537586876
2334	0.6537550655
2335	0.65375409
2336	0.6537441375
2337	0.6537425333
2338	0.6537370526
2339	0.6537269571
2340	0.6537199339
2341	0.6537177248
2342	0.653714518
2343	0.6537117211
2344	0.6536773551
2345	0.6536591764
2346	0.6536587037
2347	0.6536582818
2348	0.6536578096
2349	0.6536521272
2350	0.6536474086
2351	0.6536362557
2352	0.6536302772
2353	0.653611644
2354	0.6536080686
2355	0.6536020628
2356	0.6536000237
2357	0.6535997727
2358	0.653599319
2359	0.6534218151
2360	0.6534202124
2361	0.6534031726
2362	0.6533939542
2363	0.6533928845
2364	0.6533909522
2365	0.6533848308
2366	0.6533805704
2367	0.653362363
2368	0.6533132124
2369	0.6533007524
2370	0.6532722261
2371	0.6532632631
2372	0.6532416514
2373	0.6532401555
2374	0.6532399868
2375	0.6532337762
2376	0.6532326772
2377	0.6532312017
2378	0.6532301843
2379	0.6532256147
2380	0.6532228891
2381	0.6532142755
2382	0.6532123248
2383	0.6532116367
2384	0.653210938
2385	0.6532035448
2386	0.6531752707
2387	0.6531656847
2388	0.6531626895
2389	0.6531617024
2390	0.653151473
2391	0.6531488469
2392	0.6531447299
2393	0.6531358983
2394	0.6531350342
2395	0.6531237927
2396	0.6531234241
2397	0.6530936857
2398	0.6530873003
2399	0.6530846836
2400	0.6530621322
2401	0.6530581473
2402	0.6530424902
2403	0.6530353432
2404	0.653032441
2405	0.6530309414
2406	0.6530208957
2407	0.6530204302
2408	0.6530190946
2409	0.6530179559
2410	0.6530166064
2411	0.6530146269
2412	0.6530132519
2413	0.6530100956
2414	0.6530099568
2415	0.6530073659
2416	0.6530066305
2417	0.6530022421
2418	0.6529939161
2419	0.6529921101
2420	0.6529676509
2421	0.6529629774
2422	0.6529419031
2423	0.6529295554
2424	0.6529130942
2425	0.6529117865
2426	0.652897713
2427	0.6528928001
2428	0.6528853676
2429	0.6528669145
2430	0.652842555
2431	0.6528417656
2432	0.6528270931
2433	0.6528247289
2434	0.6528157635
2435	0.6528110969
2436	0.6528062324
2437	0.652800458
2438	0.6527784696
2439	0.6527502205
2440	0.6527375347
2441	0.6527301606
2442	0.6527248652
2443	0.6527225464
2444	0.6527220129
2445	0.6527205134
2446	0.6527204039
2447	0.6527200361
2448	0.6527152439
2449	0.652713188
2450	0.6527126929
2451	0.6527089269
2452	0.6527079205
2453	0.6527072522
2454	0.6527064049
2455	0.6526985352
2456	0.6526890114
2457	0.6526321818
2458	0.6526221676
2459	0.6525973341
2460	0.6525955028
2461	0.6525925661
2462	0.6525730891
2463	0.6525430494
2464	0.6525343282
2465	0.6525302604
2466	0.6525258225
2467	0.6525133076
2468	0.6525087014
2469	0.65250688
2470	0.6525022028
2471	0.6524986378
2472	0.6524974996
2473	0.6524958228
2474	0.6524890948
2475	0.6524856432
2476	0.6524629631
2477	0.6524496818
2478	0.6524483019
2479	0.6524474944
2480	0.6524430365
2481	0.6524401874
2482	0.6524000578
2483	0.652392223
2484	0.6523895248
2485	0.6523801668
2486	0.6523712672
2487	0.6523680016
2488	0.6523572928
2489	0.65230667
2490	0.6522948286
2491	0.6522775814
2492	0.6522619756
2493	0.6522589881
2494	0.6522463975
2495	0.6522442793
2496	0.6522424011
2497	0.6522403066
2498	0.6522316042
2499	0.6522301094
2500	0.6522294256
2501	0.6522216987
2502	0.652221107
2503	0.6522184667
2504	0.6522117089
2505	0.6522066993
2506	0.6521973037
2507	0.6521948221
2508	0.6521846551
2509	0.6521691054
2510	0.6521659274
2511	0.6521584489
2512	0.6521122676
2513	0.6520976909
2514	0.6520841729
2515	0.6520766623
2516	0.6520674901
2517	0.652065506
2518	0.6520553806
2519	0.6520477646
2520	0.6520470272
2521	0.6520413781
2522	0.6520355984
2523	0.6520350756
2524	0.6520341094
2525	0.6520337481
2526	0.6520314065
2527	0.6520238547
2528	0.6520227587
2529	0.6520191752
2530	0.6520026603
2531	0.6519995187
2532	0.651990241
2533	0.651988018
2534	0.6519826163
2535	0.6519797745
2536	0.6519775949
2537	0.6519699599
2538	0.6519671338
2539	0.6519660719
2540	0.6519608196
2541	0.6519587927
2542	0.6519566611
2543	0.6519563465
2544	0.6519475009
2545	0.6519444363
2546	0.6519345063
2547	0.6519315038
2548	0.6519261946
2549	0.6519186974
2550	0.6519155094
2551	0.6519111108
2552	0.6519093321
2553	0.6518949088
2554	0.6518784298
2555	0.6518241767
2556	0.651821754
2557	0.6518069937
2558	0.6517953725
2559	0.6517568593
2560	0.6517502444
2561	0.6517488276
2562	0.6517484548
2563	0.6517389847
2564	0.6517325159
2565	0.6517242921
2566	0.651720576
2567	0.6517177728
2568	0.6517117831
2569	0.6516844861
2570	0.6516815053
2571	0.6516581943
2572	0.6516481631
2573	0.6516402601
2574	0.6516355278
2575	0.651629663
2576	0.6516228915
2577	0.6516187631
2578	0.6516152403
2579	0.6516123798
2580	0.6516085307
2581	0.6516077942
2582	0.6516072321
2583	0.651593857
2584	0.6515930275
2585	0.6515903812
2586	0.6515506601
2587	0.6515469946
2588	0.6515409967
2589	0.651538435
2590	0.6515374597
2591	0.6515048172
2592	0.6515022183
2593	0.6515013033
2594	0.6514878438
2595	0.6514810801
2596	0.6514801133
2597	0.6514760743
2598	0.651471594
2599	0.6514627107
2600	0.6514603097
2601	0.6514576334
2602	0.6514575058
2603	0.6514568551
2604	0.6514515873
2605	0.6514416021
2606	0.6514368929
2607	0.6514268452
2608	0.651425676
2609	0.6514135209
2610	0.6514127666
2611	0.651402085
2612	0.6513732677
2613	0.6513626798
2614	0.6513607306
2615	0.6513601568
2616	0.6513421432
2617	0.6513410878
2618	0.6513136488
2619	0.6513009243
2620	0.6512702151
2621	0.6512613716
2622	0.6512602579
2623	0.6512524043
2624	0.6512402243
2625	0.6512343753
2626	0.6512231801
2627	0.6511993378
2628	0.6511941612
2629	0.6511876825
2630	0.6511865953
2631	0.6511781087
2632	0.6511673054
2633	0.6511413717
2634	0.651117145
2635	0.6511099357
2636	0.6511002792
2637	0.6510653836
2638	0.6510598906
2639	0.6510308492
2640	0.6510160262
2641	0.6510152313
2642	0.6510145832
2643	0.6509757563
2644	0.6509715752
2645	0.6509535999
2646	0.6509484807
2647	0.6508875629
2648	0.650884352
2649	0.6508785742
2650	0.6508742271
2651	0.6508479561
2652	0.6508440337
2653	0.6508297597
2654	0.6508283836
2655	0.6508269182
2656	0.6508192824
2657	0.6508176767
2658	0.6508161047
2659	0.6508152921
2660	0.6508138258
2661	0.6507641967
2662	0.6507479897
2663	0.6507324139
2664	0.6507295764
2665	0.6507293952
2666	0.650725235
2667	0.6507244192
2668	0.6507092579
2669	0.6507006322
2670	0.6506946652
2671	0.6506790932
2672	0.6506698249
2673	0.6506587191
2674	0.650651598
2675	0.650630719
2676	0.6506285163
2677	0.6506212295
2678	0.6506171583
2679	0.6506111204
2680	0.6506093216
2681	0.6505997581
2682	0.6505753332
2683	0.6505730706
2684	0.6505657757
2685	0.6505490627
2686	0.6505308918
2687	0.6505270251
2688	0.6505130004
2689	0.6504764485
2690	0.6504628469
2691	0.6504448275
2692	0.6504401338
2693	0.6504355899
2694	0.6504254884
2695	0.6504191704
2696	0.6504174166
2697	0.6504123046
2698	0.6504061525
2699	0.6504031197
2700	0.6503847195
2701	0.6503826164
2702	0.6503684135
2703	0.650366096
2704	0.6503517127
2705	0.6503514833
2706	0.6503494061
2707	0.6503489407
2708	0.6503480215
2709	0.650347664
2710	0.6503472738
2711	0.6503461601
2712	0.6502967187
2713	0.650292835
2714	0.6502659871
2715	0.6502650889
2716	0.6502594388
2717	0.6502427379
2718	0.6502386027
2719	0.6502306555
2720	0.6502157205
2721	0.6502006607
2722	0.6501907638
2723	0.6501818312
2724	0.6501791089
2725	0.6501607605
2726	0.6501454595
2727	0.650089089
2728	0.6500877505
2729	0.6500832872
2730	0.6500751419
2731	0.650065509
2732	0.6500640935
2733	0.6500622775
2734	0.6500597417
2735	0.6500572649
2736	0.6500547444
2737	0.6500538506
2738	0.650053057
2739	0.6500466086
2740	0.650032689
2741	0.6500297418
2742	0.6500170216
2743	0.650011766
2744	0.6500024202
2745	0.6499994768
2746	0.6499889475
2747	0.6499783794
2748	0.6499710314
2749	0.6499697655
2750	0.6499667416
2751	0.6499629898
2752	0.6499553798
2753	0.6499505013
2754	0.6499470698
2755	0.6499460458
2756	0.6499448794
2757	0.6499379569
2758	0.6499373272
2759	0.6499339068
2760	0.6499247827
2761	0.6499211272
2762	0.6498676238
2763	0.6498630766
2764	0.649860749
2765	0.649859582
2766	0.6498475581
2767	0.6498406086
2768	0.6498325273
2769	0.649828822
2770	0.6498268264
2771	0.6498257699
2772	0.649823973
2773	0.6498221597
2774	0.6498201821
2775	0.6498175329
2776	0.6498166171
2777	0.6498159342
2778	0.6498135985
2779	0.6497924976
2780	0.6497879344
2781	0.6497849626
2782	0.6497845713
2783	0.6497839539
2784	0.6497830528
2785	0.6497818651
2786	0.6497817561
2787	0.6497723735
2788	0.6497485851
2789	0.6497362608
2790	0.6497169001
2791	0.6497144255
2792	0.6496996495
2793	0.649696688
2794	0.6496853766
2795	0.6496725679
2796	0.64966783
2797	0.649655453
2798	0.6496493691
2799	0.649648114
2800	0.6496350689
2801	0.6496297475
2802	0.6496271103
2803	0.6496162503
2804	0.6496154593
2805	0.6496135138
2806	0.6496008762
2807	0.6495914858
2808	0.6495901158
2809	0.6495890434
2810	0.6495867121
2811	0.6495626485
2812	0.6495589403
2813	0.649555492
2814	0.6495518972
2815	0.6495491416
2816	0.6495453837
2817	0.6495444792
2818	0.6495349255
2819	0.6495326187
2820	0.6495278967
2821	0.6495138902
2822	0.6495099227
2823	0.6495091597
2824	0.6495071466
2825	0.6494875515
2826	0.6494825032
2827	0.649481157
2828	0.6494799759
2829	0.6494698437
2830	0.6494684172
2831	0.6494589236
2832	0.6492776264
2833	0.6492762539
2834	0.649275857
2835	0.6492754484
2836	0.6492719092
2837	0.6492567208
2838	0.6492544024
2839	0.6492538728
2840	0.6492536823
2841	0.6492529881
2842	0.6492525453
2843	0.6492511676
2844	0.6492465659
2845	0.6492455301
2846	0.6492104343
2847	0.6491837808
2848	0.6491765117
2849	0.6491720599
2850	0.6491579113
2851	0.6491532932
2852	0.6491471886
2853	0.6491406635
2854	0.6491328424
2855	0.6490997037
2856	0.6490866116
2857	0.6490809937
2858	0.6490765789
2859	0.649071408
2860	0.6490673504
2861	0.6490641812
2862	0.6490570681
2863	0.6490391208
2864	0.6490387052
2865	0.6490382344
2866	0.6490348316
2867	0.6490275079
2868	0.6490248678
2869	0.6490244745
2870	0.6490240962
2871	0.6489988739
2872	0.6489986016
2873	0.6489977612
2874	0.6489972539
2875	0.6489935137
2876	0.6489859298
2877	0.6489730523
2878	0.6489684665
2879	0.6489665323
2880	0.6489655385
2881	0.6489601776
2882	0.6489593389
2883	0.6489553033
2884	0.6489450979
2885	0.648942093
2886	0.6488899994
2887	0.6488721456
2888	0.6488545088
2889	0.648811798
2890	0.6488094496
2891	0.6487979373
2892	0.6487921575
2893	0.6487899756
2894	0.6487860717
2895	0.6487840755
2896	0.6487837649
2897	0.6487743529
2898	0.6487614553
2899	0.6487568141
2900	0.6487551801
2901	0.6487185106
2902	0.6487178936
2903	0.6487142544
2904	0.6487100228
2905	0.6487070534
2906	0.6486975933
2907	0.6486956622
2908	0.6486730468
2909	0.6486679761
2910	0.648667136
2911	0.6486661264
2912	0.6486652838
2913	0.6486626322
2914	0.6486607855
2915	0.6486601754
2916	0.6486599225
2917	0.6486577631
2918	0.6486533576
2919	0.6486530276
2920	0.6486525535
2921	0.6486439754
2922	0.6486401187
2923	0.6486282492
2924	0.6486155377
